uid,poverq,soverq,pq,satis,repur,recomm,VN_1009_Q20A,VN_1009_TP01,VN_1009_TP02,VN_1009_TP03,VN_1009_TP04,VN_1009_TP05,VN_1009_TP06,VN_1009_TP07,VN_1009_TP08,VN_1009_TP09,VN_1009_TP10,VN_1009_TP11,VN_1009_TP12,VN_1009_TP13,VN_1009_TP14,VN_1009_TP15,VN_1009_TP16,VN_1009_TP17,VN_1009_TP18,VN_1009_TP19,VN_1009_TP22,VN_1009_TP23,Q9C_P,Q9D,age,pincome,income,educat,childsupp,house,VN_1009_TP20_2,VN_1009_TP20_3,VN_1009_TP21_2,VN_1009_TP21_3,VN_1009_TP21_4,VN_1009_TP21_5,VN_1009_TP21_6,VN_1009_TP24_1_2,VN_1009_TP24_2_2,VN_1009_TP25A_2,VN_1009_TP25A_3,Q19_1,gender_2,race_2,race_3,race_4,race_5,work_2,work_3,work_4,work_5,work_6,marital_2,marital_3
4347,1.0473096457431155,0.34331491496606237,-0.4205576545638969,1.1950855799346687,1.2194769501044116,0.5226157443603465,1.0700574630687703,1.0909706588775796,1.1077779225302622,-0.5267712407389952,1.0666191610635025,-0.6166454010289885,1.6454988630417393,-0.45922393276293627,0.23870198547192265,1.210383433324327,-0.5537477711224588,1.1409441384047898,0.9859757849048658,1.9961510853604028,1.0971434723778986,0.3167480504861153,1.0202468832771403,-0.6629809395719768,1.115692354538335,0.5714367505741367,0.3263880020752954,0.20019576959400237,-0.7640160085061032,-0.8550181027765427,-0.15867332528051548,0.2559595269846883,0.1905609250199599,0.6375613300194032,-1.0078718914761753,-0.35220205325914455,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
4353,-0.42131036581603026,-0.4174937608590067,-1.1543550889174792,-0.48296350114955194,0.43461648342417886,-0.21411129614763136,-0.5382956988946228,-0.8198701229550724,1.1077779225302622,0.30689244391223364,0.2184130687664828,1.1173311220753734,-0.5589093263527204,0.31912171598780337,0.23870198547192265,0.3465950776959046,0.30895566976939554,-0.6118265014873502,-1.5462252678203114,0.32616847800006576,-1.265480425071142,-1.381063945419361,0.21492127240223904,0.11699663639505505,1.115692354538335,-0.28867500946219354,-1.6554746291219455,-0.9316531044356937,-0.15127134003003054,-0.7262624355348987,0.43952959754894827,0.2559595269846883,0.8218186476533677,-0.22183052173379372,-2.28063828955185,-0.35220205325914455,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4355,-0.42131036581603026,-1.1783024366840757,0.3132397797896853,0.3560610393925584,0.43461648342417886,1.2593427848683245,0.2658808820870737,0.13555026796125352,1.1077779225302622,1.1405561285634624,0.2184130687664828,0.2503428605231925,1.6454988630417393,-0.45922393276293627,0.9905192625488446,-0.5171932779325179,-0.5537477711224588,0.2645588184587198,0.1419087673298067,-1.343814129360271,1.0971434723778986,0.3167480504861153,0.21492127240223904,0.11699663639505505,-0.44608172005600977,-0.28867500946219354,-0.6645433135233251,-2.06350197846539,0.4614733284460421,-0.40437326743078844,-0.876516832675872,0.2559595269846883,0.1905609250199599,0.6375613300194032,0.2648945065994997,-0.35220205325914455,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
4356,0.31299963996354263,1.1041235907911315,1.0470372141432676,0.3560610393925584,0.43461648342417886,-0.21411129614763136,0.2658808820870737,2.0463910497939053,0.3186217889379113,0.30689244391223364,1.0666191610635025,-0.6166454010289885,-1.2937120561508737,0.31912171598780337,-0.5131152916049994,0.3465950776959046,-0.5537477711224588,0.2645588184587198,0.9859757849048658,-0.5088228256801026,-0.47793912592146187,0.3167480504861153,1.0202468832771403,-1.4429585155390086,-1.2269687573531822,-0.28867500946219354,0.3263880020752954,0.20019576959400237,-0.7640160085061032,-0.6618846019140766,-0.7568762481099792,0.2559595269846883,-0.4406967976134479,0.6375613300194032,0.2648945065994997,-0.35220205325914455,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4357,-0.42131036581603026,1.1041235907911315,1.0470372141432676,-0.48296350114955194,0.43461648342417886,-0.21411129614763136,0.2658808820870737,-0.8198701229550724,0.3186217889379113,1.1405561285634624,0.2184130687664828,0.2503428605231925,-1.2937120561508737,-1.2375695815136758,0.23870198547192265,-0.5171932779325179,0.30895566976939554,1.1409441384047898,1.830042802479925,0.32616847800006576,0.30960217322821837,0.3167480504861153,-0.5904043384726622,-0.6629809395719768,-1.2269687573531822,-0.28867500946219354,-1.6554746291219455,-0.9316531044356937,0.4614733284460421,-0.9193959363973647,0.559170182114841,0.2559595269846883,-1.7032122428802634,-2.8000060769933848,1.5376609046751748,-0.35220205325914455,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
4359,0.31299963996354263,0.34331491496606237,0.3132397797896853,0.3560610393925584,-0.3502439832560539,-0.21411129614763136,-0.5382956988946228,1.0909706588775796,0.3186217889379113,1.1405561285634624,1.0666191610635025,0.2503428605231925,1.6454988630417393,1.097467364738543,0.23870198547192265,-0.5171932779325179,0.30895566976939554,0.2645588184587198,0.1419087673298067,0.32616847800006576,-0.47793912592146187,0.3167480504861153,1.0202468832771403,0.8969742123620869,0.33480531724116264,0.5714367505741367,0.3263880020752954,0.20019576959400237,0.4614733284460421,-0.40437326743078844,-0.39795449441230096,0.2559595269846883,-1.7032122428802634,-0.22183052173379372,2.81042730275085,-0.35220205325914455,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
4361,-2.6242403831547487,-2.699919788334214,-1.8881525232710614,-2.1610125822337727,-3.489685849976985,-1.6875653771635872,-2.9508254418397124,-1.7752905138713984,-1.2596904782467904,-3.8614259793439105,-4.022617392718615,-1.4836336625811695,0.17589340344543286,-1.2375695815136758,-3.520384399912687,-2.2447699891893627,-3.1418580937980214,-1.4882118214334203,0.1419087673298067,-3.0137967367206078,-1.265480425071142,0.3167480504861153,-0.5904043384726622,0.11699663639505505,-0.44608172005600977,-0.28867500946219354,0.3263880020752954,-3.195350852495086,-0.7640160085061032,-0.5653178514828435,-0.9961574172417648,0.2559595269846883,-1.7032122428802634,-1.0812223734869906,1.5376609046751748,-0.35220205325914455,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
4362,-0.42131036581603026,1.1041235907911315,1.0470372141432676,-0.48296350114955194,0.43461648342417886,0.5226157443603465,0.2658808820870737,-0.8198701229550724,0.3186217889379113,-1.360434925390224,-0.6297930235305369,0.2503428605231925,-1.2937120561508737,-1.2375695815136758,0.23870198547192265,0.3465950776959046,-1.416451212014313,-0.6118265014873502,0.1419087673298067,-0.5088228256801026,0.30960217322821837,0.3167480504861153,0.21492127240223904,0.11699663639505505,-0.44608172005600977,0.5714367505741367,-0.6645433135233251,0.20019576959400237,-0.7640160085061032,-0.40437326743078844,-0.7568762481099792,-0.48194181207026937,1.4530763702867755,0.6375613300194032,-2.28063828955185,-0.35220205325914455,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
4366,0.31299963996354263,1.8649322666162005,0.3132397797896853,0.3560610393925584,2.004337416784644,-0.21411129614763136,0.2658808820870737,-0.8198701229550724,1.1077779225302622,1.1405561285634624,0.2184130687664828,-0.6166454010289885,0.17589340344543286,1.8758130134892825,1.7423365396257666,0.3465950776959046,-0.5537477711224588,-0.6118265014873502,0.1419087673298067,1.1611597816802341,0.30960217322821837,0.3167480504861153,1.0202468832771403,0.11699663639505505,1.8965793918355074,-0.28867500946219354,2.3082506332725363,0.20019576959400237,1.6869626653981875,-0.6618846019140766,-0.6372356635440865,0.2559595269846883,-0.4406967976134479,0.6375613300194032,0.2648945065994997,-0.35220205325914455,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4367,-1.155620371595603,-0.4174937608590067,-1.1543550889174792,-1.3219880416916623,-1.1351044499362866,0.5226157443603465,-0.5382956988946228,0.13555026796125352,-0.4705343446544395,0.30689244391223364,-0.6297930235305369,-0.6166454010289885,0.17589340344543286,0.31912171598780337,-1.2649325686819213,0.3465950776959046,-1.416451212014313,-1.4882118214334203,-1.5462252678203114,0.32616847800006576,0.30960217322821837,0.3167480504861153,0.21492127240223904,0.11699663639505505,-1.2269687573531822,-1.1487867694985237,-1.6554746291219455,-0.9316531044356937,-0.15127134003003054,-0.40437326743078844,-1.833641509203014,0.2559595269846883,0.8218186476533677,-1.0812223734869906,0.2648945065994997,-0.35220205325914455,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4372,1.0473096457431155,-0.4174937608590067,0.3132397797896853,0.3560610393925584,0.43461648342417886,-0.21411129614763136,-0.5382956988946228,1.0909706588775796,1.1077779225302622,1.1405561285634624,1.0666191610635025,-0.6166454010289885,0.17589340344543286,-0.45922393276293627,0.23870198547192265,0.3465950776959046,-0.5537477711224588,1.1409441384047898,0.9859757849048658,-0.5088228256801026,0.30960217322821837,0.3167480504861153,0.21492127240223904,0.11699663639505505,-0.44608172005600977,-0.28867500946219354,0.3263880020752954,0.20019576959400237,-0.15127134003003054,-0.5975067682932546,1.037732520378412,1.7317622050946035,0.8218186476533677,1.4969531817726003,1.5376609046751748,0.5948959050847732,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
4376,1.7816196515226883,1.1041235907911315,1.0470372141432676,0.3560610393925584,0.43461648342417886,1.2593427848683245,0.2658808820870737,0.13555026796125352,-0.4705343446544395,0.30689244391223364,-1.4779991158275565,-0.6166454010289885,-1.2937120561508737,0.31912171598780337,-1.2649325686819213,0.3465950776959046,-0.5537477711224588,-1.4882118214334203,-1.5462252678203114,0.32616847800006576,-0.47793912592146187,0.3167480504861153,0.21492127240223904,0.11699663639505505,1.115692354538335,-0.28867500946219354,0.3263880020752954,0.20019576959400237,-0.7640160085061032,4.423964254130865,-0.03903274071462271,0.2559595269846883,-0.4406967976134479,0.6375613300194032,1.5376609046751748,0.5948959050847732,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
4377,1.7816196515226883,1.8649322666162005,1.0470372141432676,1.1950855799346687,1.2194769501044116,0.5226157443603465,1.0700574630687703,1.0909706588775796,0.3186217889379113,-0.5267712407389952,1.0666191610635025,1.9843193836275543,1.6454988630417393,0.31912171598780337,0.9905192625488446,0.3465950776959046,0.30895566976939554,0.2645588184587198,0.9859757849048658,-0.5088228256801026,1.0971434723778986,0.3167480504861153,0.21492127240223904,0.8969742123620869,-0.44608172005600977,-0.28867500946219354,0.3263880020752954,0.20019576959400237,-0.7640160085061032,0.23940506877743195,-0.876516832675872,-0.48194181207026937,1.4530763702867755,0.6375613300194032,0.2648945065994997,0.5948959050847732,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4378,-0.42131036581603026,1.1041235907911315,0.3132397797896853,0.3560610393925584,0.43461648342417886,0.5226157443603465,1.0700574630687703,1.0909706588775796,0.3186217889379113,-0.5267712407389952,-0.6297930235305369,-0.6166454010289885,0.17589340344543286,-0.45922393276293627,-0.5131152916049994,0.3465950776959046,-0.5537477711224588,0.2645588184587198,0.1419087673298067,-0.5088228256801026,-0.47793912592146187,0.3167480504861153,0.21492127240223904,0.11699663639505505,-0.44608172005600977,0.5714367505741367,0.3263880020752954,0.20019576959400237,-0.7640160085061032,0.8831834049856523,0.9180919358125194,2.469663544149561,0.8218186476533677,1.4969531817726003,-1.0078718914761753,0.5948959050847732,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4384,1.0473096457431155,-0.4174937608590067,1.0470372141432676,0.3560610393925584,-1.1351044499362866,-0.9508383366556092,-0.5382956988946228,-0.8198701229550724,0.3186217889379113,0.30689244391223364,-0.6297930235305369,0.2503428605231925,0.9106961332435861,-0.45922393276293627,-0.5131152916049994,0.3465950776959046,-0.5537477711224588,-0.6118265014873502,0.9859757849048658,-0.5088228256801026,-0.47793912592146187,-0.5321579474666227,-0.5904043384726622,-0.6629809395719768,-0.44608172005600977,-0.28867500946219354,0.3263880020752954,0.20019576959400237,0.4614733284460421,0.23940506877743195,-1.7140009246371213,0.2559595269846883,-2.334469965513671,-1.0812223734869906,0.2648945065994997,-0.35220205325914455,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4385,0.31299963996354263,0.34331491496606237,1.7808346484968498,1.1950855799346687,0.43461648342417886,-0.21411129614763136,1.0700574630687703,1.0909706588775796,1.1077779225302622,0.30689244391223364,1.0666191610635025,0.2503428605231925,1.6454988630417393,1.8758130134892825,0.9905192625488446,1.210383433324327,2.034362551553104,1.1409441384047898,0.9859757849048658,0.32616847800006576,1.0971434723778986,0.3167480504861153,1.0202468832771403,0.11699663639505505,1.115692354538335,1.4315485106104668,0.3263880020752954,0.20019576959400237,2.29970733387426,-0.5975067682932546,-0.2783139098464082,0.2559595269846883,0.8218186476533677,0.6375613300194032,0.2648945065994997,-0.35220205325914455,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4386,1.0473096457431155,1.1041235907911315,-0.4205576545638969,-0.48296350114955194,0.43461648342417886,1.2593427848683245,-0.5382956988946228,0.13555026796125352,1.1077779225302622,1.1405561285634624,-0.6297930235305369,-0.6166454010289885,0.17589340344543286,-1.2375695815136758,0.23870198547192265,1.210383433324327,0.30895566976939554,-0.6118265014873502,-0.7021582502452524,0.32616847800006576,-1.265480425071142,0.3167480504861153,-1.3957299493475632,0.8969742123620869,0.33480531724116264,-0.28867500946219354,-0.6645433135233251,-0.9316531044356937,-0.7640160085061032,-0.8550181027765427,0.43952959754894827,0.993860866039646,0.8218186476533677,0.6375613300194032,-1.0078718914761753,-0.35220205325914455,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4389,-0.42131036581603026,0.34331491496606237,0.3132397797896853,0.3560610393925584,-0.3502439832560539,0.5226157443603465,1.0700574630687703,1.0909706588775796,-0.4705343446544395,-0.5267712407389952,0.2184130687664828,-0.6166454010289885,-1.2937120561508737,-0.45922393276293627,0.23870198547192265,0.3465950776959046,-0.5537477711224588,-0.6118265014873502,-0.7021582502452524,-1.343814129360271,0.30960217322821837,-1.381063945419361,1.0202468832771403,0.11699663639505505,-0.44608172005600977,-0.28867500946219354,0.3263880020752954,1.3320446436236986,-0.7640160085061032,-0.40437326743078844,0.43952959754894827,-0.48194181207026937,0.1905609250199599,0.6375613300194032,-1.0078718914761753,-0.35220205325914455,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
4392,-1.155620371595603,1.1041235907911315,0.3132397797896853,0.3560610393925584,-1.1351044499362866,-0.9508383366556092,0.2658808820870737,-0.8198701229550724,0.3186217889379113,-1.360434925390224,0.2184130687664828,1.1173311220753734,-1.2937120561508737,-1.2375695815136758,0.23870198547192265,0.3465950776959046,0.30895566976939554,-0.6118265014873502,0.1419087673298067,-0.5088228256801026,-0.47793912592146187,-0.5321579474666227,1.0202468832771403,1.6769517883291187,0.33480531724116264,-0.28867500946219354,0.3263880020752954,0.20019576959400237,-0.7640160085061032,-0.40437326743078844,-1.355079170939443,-1.219843151125227,-1.7032122428802634,-0.22183052173379372,0.2648945065994997,-1.2993000116030624,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4395,0.31299963996354263,0.34331491496606237,0.3132397797896853,1.1950855799346687,1.2194769501044116,1.9960698253763025,1.0700574630687703,-0.8198701229550724,1.1077779225302622,-0.5267712407389952,0.2184130687664828,-0.6166454010289885,1.6454988630417393,1.8758130134892825,1.7423365396257666,1.210383433324327,0.30895566976939554,1.1409441384047898,0.1419087673298067,1.1611597816802341,1.0971434723778986,1.1656540484388533,0.21492127240223904,0.8969742123620869,0.33480531724116264,2.291660270646797,-0.6645433135233251,0.20019576959400237,2.912452002350333,-0.9193959363973647,-0.7568762481099792,-1.219843151125227,-0.4406967976134479,0.6375613300194032,0.2648945065994997,-1.2993000116030624,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4397,-1.155620371595603,0.34331491496606237,0.3132397797896853,-0.48296350114955194,-1.1351044499362866,-0.21411129614763136,-0.5382956988946228,-0.8198701229550724,0.3186217889379113,-1.360434925390224,0.2184130687664828,-1.4836336625811695,-0.5589093263527204,-1.2375695815136758,-0.5131152916049994,-0.5171932779325179,-1.416451212014313,0.2645588184587198,0.1419087673298067,-1.343814129360271,-0.47793912592146187,-1.381063945419361,-0.5904043384726622,0.8969742123620869,-1.2269687573531822,-0.28867500946219354,-0.6645433135233251,1.3320446436236986,-0.7640160085061032,-0.9193959363973647,0.559170182114841,0.2559595269846883,-1.7032122428802634,0.6375613300194032,-1.0078718914761753,-1.2993000116030624,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
4398,1.0473096457431155,-0.4174937608590067,0.3132397797896853,0.3560610393925584,-0.3502439832560539,-0.21411129614763136,0.2658808820870737,1.0909706588775796,0.3186217889379113,-1.360434925390224,0.2184130687664828,1.1173311220753734,0.17589340344543286,0.31912171598780337,1.7423365396257666,0.3465950776959046,-0.5537477711224588,-0.6118265014873502,-1.5462252678203114,0.32616847800006576,0.30960217322821837,0.3167480504861153,0.21492127240223904,-0.6629809395719768,0.33480531724116264,-1.1487867694985237,-1.6554746291219455,0.20019576959400237,-0.7640160085061032,-0.46875110105161044,0.9180919358125194,-0.48194181207026937,-1.0719545202468557,-2.8000060769933848,2.81042730275085,-1.2993000116030624,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
4404,0.31299963996354263,-0.4174937608590067,-0.4205576545638969,0.3560610393925584,-0.3502439832560539,0.5226157443603465,0.2658808820870737,0.13555026796125352,-0.4705343446544395,-0.5267712407389952,0.2184130687664828,1.1173311220753734,0.17589340344543286,1.8758130134892825,0.23870198547192265,1.210383433324327,-0.5537477711224588,-1.4882118214334203,0.1419087673298067,-0.5088228256801026,1.0971434723778986,0.3167480504861153,1.8255724941520415,1.6769517883291187,-0.44608172005600977,-0.28867500946219354,1.317319317673916,0.20019576959400237,-0.7640160085061032,1.5269617411938727,1.516294858641983,-1.219843151125227,1.4530763702867755,0.6375613300194032,0.2648945065994997,0.5948959050847732,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
4405,1.0473096457431155,1.1041235907911315,0.3132397797896853,1.1950855799346687,1.2194769501044116,-0.21411129614763136,1.0700574630687703,2.0463910497939053,0.3186217889379113,1.1405561285634624,1.0666191610635025,0.2503428605231925,0.17589340344543286,-0.45922393276293627,-0.5131152916049994,0.3465950776959046,0.30895566976939554,-0.6118265014873502,-0.7021582502452524,1.9961510853604028,1.0971434723778986,0.3167480504861153,0.21492127240223904,0.8969742123620869,1.115692354538335,-0.28867500946219354,2.3082506332725363,1.3320446436236986,-0.7640160085061032,1.5269617411938727,-0.5175950789781937,0.993860866039646,0.8218186476533677,0.6375613300194032,-2.28063828955185,0.5948959050847732,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
4409,-0.42131036581603026,0.34331491496606237,1.0470372141432676,0.3560610393925584,-0.3502439832560539,-0.21411129614763136,0.2658808820870737,0.13555026796125352,1.1077779225302622,-0.5267712407389952,-0.6297930235305369,0.2503428605231925,-0.5589093263527204,1.097467364738543,0.9905192625488446,0.3465950776959046,1.1716591106612497,-0.6118265014873502,0.1419087673298067,1.1611597816802341,1.0971434723778986,0.3167480504861153,0.21492127240223904,0.11699663639505505,-0.44608172005600977,-0.28867500946219354,1.317319317673916,-0.9316531044356937,2.29970733387426,-0.5975067682932546,-0.03903274071462271,0.2559595269846883,1.4530763702867755,1.4969531817726003,0.2648945065994997,0.5948959050847732,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
